       9	J	3022
       8	R	3022
       8	J	3037
      16	R	3037
      16	J	3052
      15	R	3052
      15	J	3067
      14	R	3067
       3	J	3082
      14	J	3082
       3	R	3082
       3	W	3082
      13	R	3082
      13	J	3097
      12	R	3097
       7	J	3112
      12	J	3112
       7	R	3112
       7	W	3112
      11	R	3112
      11	J	3127
      10	R	3127
      10	J	3142
       9	R	3142
       9	J	3157
       8	R	3157
       8	J	3172
      16	R	3172
      16	J	3187
      15	R	3187
      15	J	3202
      14	R	3202
       7	J	3217
      14	J	3217
       7	R	3217
       7	W	3217
      13	R	3217
      13	J	3232
      12	R	3232
      12	J	3247
      11	R	3247
      11	J	3262
      10	R	3262
      10	J	3277
       9	R	3277
       9	J	3292
       8	R	3292
       8	J	3307
      16	R	3307
       7	J	3322
      16	J	3322
       7	R	3322
       7	W	3322
      15	R	3322
      15	J	3337
      14	R	3337
      14	J	3352
      13	R	3352
      13	J	3367
      12	R	3367
      12	J	3382
      11	R	3382
      11	J	3397
      10	R	3397
      10	J	3412
       9	R	3412
       7	J	3427
       9	J	3427
       7	R	3427
       7	W	3427
       8	R	3427
       8	J	3442
      16	R	3442
      16	J	3457
      15	R	3457
      15	J	3472
      14	R	3472
      14	J	3487
      13	R	3487
      13	J	3502
      12	R	3502
      12	J	3517
      11	R	3517
       7	J	3532
      11	J	3532
       7	R	3532
       7	W	3532
      10	R	3532
      10	J	3547
       9	R	3547
       9	J	3562
       8	R	3562
       8	J	3577
      16	R	3577
      16	J	3592
      15	R	3592
      15	J	3607
      14	R	3607
      14	J	3622
      13	R	3622
       7	J	3637
      13	J	3637
       7	R	3637
       7	W	3637
      12	R	3637
      12	J	3652
      11	R	3652
      11	J	3667
      10	R	3667
      10	J	3682
       9	R	3682
       9	J	3697
       8	R	3697
       8	J	3712
      16	R	3712
      16	J	3727
      15	R	3727
       7	J	3742
      15	J	3742
       7	R	3742
       7	W	3742
      14	R	3742
      14	J	3757
      13	R	3757
      13	J	3772
      12	R	3772
      12	J	3787
      11	R	3787
      11	J	3802
      10	R	3802
      10	J	3817
       9	R	3817
       9	J	3832
       8	R	3832
       8	W	3837
      16	R	3837
       7	J	3852
      16	J	3852
       7	R	3852
       7	E	3852
       6	J	3852
       6	R	3852
       6	E	3853
       4	J	3853
       4	R	3853
      17	N	3854
      17	J	3854
       0	W	3854
      15	R	3854
      15	J	3869
      14	R	3869
      14	J	3884
      13	R	3884
      13	J	3899
      12	R	3899
      12	J	3914
      11	R	3914
      11	J	3929
      10	R	3929
       8	J	3944
      10	J	3944
       8	R	3944
       8	W	3944
       9	R	3944
       9	J	3959
      17	R	3959
      17	J	3961
      17	E	3961
       4	R	3961
       4	W	3962
      16	R	3962
      16	J	3977
      15	R	3977
      15	J	3992
      14	R	3992
      14	J	4007
      13	R	4007
      13	J	4022
      12	R	4022
      12	J	4037
      11	R	4037
       8	J	4052
      11	J	4052
       8	R	4052
       8	W	4052
      10	R	4052
      10	J	4067
       9	R	4067
       9	J	4082
      16	R	4082
      16	J	4097
      15	R	4097
      15	J	4112
      14	R	4112
      14	J	4127
      13	R	4127
      13	J	4142
      12	R	4142
       8	J	4157
      12	J	4157
       8	R	4157
       8	W	4157
      11	R	4157
      11	J	4172
      10	R	4172
      10	J	4187
       9	R	4187
       9	J	4202
      16	R	4202
      16	J	4217
      15	R	4217
      15	J	4232
      14	R	4232
      14	J	4247
      13	R	4247
       8	J	4262
      13	J	4262
       8	R	4262
       8	W	4262
      12	R	4262
      12	J	4277
      11	R	4277
      11	J	4292
      10	R	4292
      10	J	4307
       9	R	4307
       9	J	4322
      16	R	4322
      16	J	4337
      15	R	4337
      15	J	4352
      14	R	4352
       8	J	4367
      14	J	4367
       8	R	4367
       8	W	4367
      13	R	4367
      13	J	4382
      12	R	4382
      12	J	4397
      11	R	4397
      11	J	4412
      10	R	4412
      10	J	4427
       9	R	4427
       9	J	4442
      16	R	4442
      16	J	4457
      15	R	4457
       8	J	4472
      15	J	4472
       8	R	4472
       8	W	4472
      14	R	4472
      14	J	4487
      13	R	4487
      13	J	4502
      12	R	4502
      12	J	4517
      11	R	4517
      11	J	4532
      10	R	4532
      10	J	4547
       9	R	4547
       9	J	4562
      16	R	4562
       8	J	4577
      16	J	4577
       8	R	4577
       8	W	4577
      15	R	4577
      15	J	4592
      14	R	4592
      14	J	4607
      13	R	4607
      13	J	4622
      12	R	4622
      12	J	4637
      11	R	4637
      11	J	4652
      10	R	4652
      10	J	4667
       9	R	4667
       9	W	4667
      16	R	4667
       8	J	4682
      16	J	4682
       8	R	4682
       8	E	4682
       1	J	4682
       1	R	4682
       1	W	4682
      15	R	4682
      15	J	4697
      14	R	4697
      14	J	4712
      13	R	4712
      13	J	4727
      12	R	4727
      12	J	4742
      11	R	4742
      11	J	4757
      10	R	4757
       9	J	4772
      10	J	4772
       9	R	4772
       9	W	4772
      16	R	4772
      16	J	4787
      15	R	4787
      15	J	4802
      14	R	4802
      14	J	4817
      13	R	4817
      13	J	4832
      12	R	4832
      12	J	4847
      11	R	4847
      11	J	4862
      10	R	4862
       9	J	4877
      10	J	4877
       9	R	4877
       9	W	4877
      16	R	4877
      16	J	4892
      15	R	4892
      15	J	4907
      14	R	4907
      14	J	4922
      13	R	4922
      13	J	4937
      12	R	4937
      12	J	4952
      11	R	4952
      11	J	4967
      10	R	4967
       9	J	4982
      10	J	4982
       9	R	4982
       9	W	4982
      16	R	4982
      16	J	4997
      15	R	4997
      15	J	5012
      14	R	5012
      14	J	5027
      13	R	5027
      13	J	5042
      12	R	5042
      12	J	5057
      11	R	5057
      11	J	5072
      10	R	5072
       9	J	5087
      10	J	5087
       9	R	5087
       9	W	5087
      16	R	5087
      16	J	5102
      15	R	5102
      15	J	5117
      14	R	5117
      14	J	5132
      13	R	5132
      13	J	5147
      12	R	5147
      12	J	5162
      11	R	5162
      11	J	5177
      10	R	5177
       9	J	5192
      10	J	5192
       9	R	5192
       9	W	5192
      16	R	5192
      16	J	5207
      15	R	5207
      15	J	5222
      14	R	5222
      14	J	5237
      13	R	5237
      13	J	5252
      12	R	5252
      12	J	5267
      11	R	5267
      11	J	5282
      10	R	5282
      10	W	5292
      16	R	5292
       9	J	5307
      16	J	5307
       9	R	5307
       9	W	5307
      15	R	5307
      15	J	5322
      14	R	5322
      14	J	5337
      13	R	5337
      13	J	5352
      12	R	5352
      12	J	5367
      11	R	5367
      11	J	5382
      16	R	5382
      10	J	5397
      16	J	5397
      10	R	5397
      10	W	5397
      15	R	5397
       9	J	5412
      15	J	5412
       9	R	5412
       9	E	5412
       1	J	5412
       1	R	5412
       1	W	5412
      14	R	5412
      14	J	5427
      13	R	5427
      13	J	5442
      12	R	5442
      12	J	5457
      11	R	5457
      11	J	5472
      16	R	5472
      16	J	5487
      15	R	5487
      10	J	5502
      15	J	5502
      10	R	5502
      10	W	5502
      14	R	5502
      14	J	5517
      13	R	5517
      13	J	5532
      12	R	5532
      12	J	5547
      11	R	5547
      11	J	5562
      16	R	5562
      16	J	5577
      15	R	5577
      15	J	5592
      14	R	5592
      10	J	5607
      14	J	5607
      10	R	5607
      10	W	5607
      13	R	5607
      13	J	5622
      12	R	5622
      12	J	5637
      11	R	5637
      11	J	5652
      16	R	5652
      16	J	5667
      15	R	5667
      15	J	5682
      14	R	5682
      14	J	5697
      13	R	5697
      10	J	5712
      13	J	5712
      10	R	5712
      10	W	5712
      12	R	5712
      12	J	5727
      11	R	5727
      11	J	5742
      16	R	5742
      16	J	5757
      15	R	5757
      15	J	5772
      14	R	5772
      14	J	5787
      13	R	5787
      13	J	5802
      12	R	5802
      10	J	5817
      12	J	5817
      10	R	5817
      10	W	5817
      11	R	5817
      11	J	5832
      16	R	5832
      16	J	5847
      15	R	5847
      15	J	5862
      14	R	5862
      14	J	5877
      13	R	5877
      13	J	5892
      12	R	5892
      12	J	5907
      11	R	5907
      11	W	5912
      16	R	5912
      10	J	5927
      16	J	5927
      10	R	5927
      10	E	5927
       1	J	5927
       1	R	5927
       1	W	5927
      15	R	5927
      15	J	5942
      14	R	5942
      14	J	5957
      13	R	5957
      13	J	5972
      12	R	5972
      12	J	5987
      16	R	5987
      16	J	6002
      15	R	6002
      11	J	6017
      15	J	6017
      11	R	6017
      11	W	6017
      14	R	6017
      14	J	6032
      13	R	6032
      13	J	6047
      12	R	6047
      12	J	6062
      16	R	6062
      16	J	6077
      15	R	6077
      15	J	6092
      14	R	6092
      14	J	6107
      13	R	6107
      11	J	6122
      13	J	6122
      11	R	6122
      11	W	6122
      12	R	6122
      12	J	6137
      16	R	6137
      16	J	6152
      15	R	6152
      15	J	6167
      14	R	6167
      14	J	6182
      13	R	6182
      13	J	6197
      12	R	6197
      12	J	6212
      16	R	6212
      11	J	6227
      16	J	6227
      11	R	6227
      11	W	6227
      15	R	6227
      15	J	6242
      14	R	6242
      14	J	6257
      13	R	6257
      13	J	6272
      12	R	6272
      12	J	6287
      16	R	6287
      16	J	6302
      15	R	6302
      15	J	6317
      14	R	6317
      11	J	6332
      14	J	6332
      11	R	6332
      11	W	6332
      13	R	6332
      13	J	6347
      12	R	6347
      12	J	6362
      16	R	6362
      16	J	6377
      15	R	6377
      15	J	6392
      14	R	6392
      14	J	6407
      13	R	6407
      13	J	6422
      12	R	6422
      12	W	6422
      16	R	6422
      11	J	6437
      16	J	6437
      11	R	6437
      11	E	6437
       1	J	6437
       1	R	6437
       1	W	6437
      15	R	6437
      15	J	6452
      14	R	6452
      14	J	6467
      13	R	6467
      13	J	6482
      16	R	6482
      16	J	6497
      15	R	6497
      15	J	6512
      14	R	6512
      12	J	6527
      14	J	6527
      12	R	6527
      12	W	6527
      13	R	6527
      13	J	6542
      16	R	6542
      16	J	6557
      15	R	6557
      15	J	6572
      14	R	6572
      14	J	6587
      13	R	6587
      13	J	6602
      16	R	6602
      16	J	6617
      15	R	6617
      12	J	6632
      15	J	6632
      12	R	6632
      12	W	6632
      14	R	6632
      14	J	6647
      13	R	6647
      13	J	6662
      16	R	6662
      16	J	6677
      15	R	6677
      15	J	6692
      14	R	6692
      14	J	6707
      13	R	6707
      13	J	6722
      16	R	6722
      12	J	6737
      16	J	6737
      12	R	6737
      12	W	6737
      15	R	6737
      15	J	6752
      14	R	6752
      14	J	6767
      13	R	6767
      13	W	6777
      16	R	6777
      16	J	6792
      15	R	6792
      15	J	6807
      14	R	6807
      14	J	6822
      16	R	6822
      16	J	6837
      15	R	6837
      12	J	6852
      15	J	6852
      12	R	6852
      12	E	6852
       1	J	6852
       1	R	6852
       1	W	6852
      14	R	6852
      14	J	6867
      16	R	6867
      13	J	6882
      16	J	6882
      13	R	6882
      13	W	6882
      15	R	6882
      15	J	6897
      14	R	6897
      14	J	6912
      16	R	6912
      16	J	6927
      15	R	6927
      15	J	6942
      14	R	6942
      14	J	6957
      16	R	6957
      16	J	6972
      15	R	6972
      13	J	6987
      15	J	6987
      13	R	6987
      13	W	6987
      14	R	6987
      14	J	7002
      16	R	7002
      16	J	7017
      15	R	7017
      15	J	7032
      14	R	7032
      14	J	7047
      16	R	7047
      16	J	7062
      15	R	7062
      15	J	7077
      14	R	7077
      14	W	7082
      16	R	7082
      13	J	7097
      16	J	7097
      13	R	7097
      13	E	7097
       1	J	7097
       1	R	7097
       1	W	7097
      15	R	7097
      15	J	7112
      16	R	7112
      16	J	7127
      15	R	7127
      15	J	7142
      16	R	7142
      16	J	7157
      15	R	7157
      15	J	7172
      16	R	7172
      14	J	7187
      16	J	7187
      14	R	7187
      14	W	7187
      15	R	7187
      15	J	7202
      16	R	7202
      16	J	7217
      15	R	7217
      15	J	7232
      16	R	7232
      16	J	7247
      15	R	7247
      15	J	7262
      16	R	7262
      16	J	7277
      15	R	7277
      15	W	7277
      16	R	7277
      14	J	7292
      16	J	7292
      14	R	7292
      14	E	7292
       1	J	7292
       1	R	7292
       1	W	7292
      16	R	7292
      16	E	7362
       1	J	7362
       1	R	7362
       1	W	7362
       0	R	7362
      15	J	7378
      15	R	7378
      15	E	7378
       1	J	7378
       1	R	7378
       1	W	7378
       0	R	7378
       0	J	11251
       4	R	11251
       4	W	11252
       0	R	11252
       0	J	11278
       4	R	11278
       4	W	11278
       0	R	11278
       0	J	11858
       4	R	11858
       4	W	11858
       0	R	11858
       0	J	11905
       4	R	11905
       4	W	11905
       0	R	11905
       0	J	12045
       4	R	12045
       4	W	12045
       0	R	12045
       0	J	12088
       4	R	12088
       4	W	12088
       0	R	12088
       0	J	12139
       4	R	12139
       4	W	12139
       0	R	12139
       0	J	12182
       4	R	12182
       4	W	12182
       0	R	12182
       0	J	12909
       4	R	12909
      18	N	12911
      18	J	12911
       4	W	12911
      18	R	12911
